ihh,title,author,genre,quantity,shelf,ISBN,category
B07814,Ikigai — Library07814,Héctor García,Self-Help,4,H14,LIB0000007814,Leisure
B07815,"The Lion, the Witch and the Wardrobe — Library07815",C.S. Lewis,Fantasy,0,H15,LIB0000007815,Leisure
B07816,The Alchemist — Library07816,Paulo Coelho,Fiction,2,H16,LIB0000007816,Leisure
B07817,1984 — Library07817,George Orwell,Dystopian,1,H17,LIB0000007817,Leisure
B07818,Percy Jackson: The Lightning Thief — Library07818,Rick Riordan,Fantasy,0,H18,LIB0000007818,Leisure
B07819,A Thousand Splendid Suns — Library07819,Khaled Hosseini,Historical Fiction,2,H19,LIB0000007819,Leisure
B07820,Ikigai — Library07820,Héctor García,Self-Help,1,H20,LIB0000007820,Leisure
B07821,The Catcher in the Rye — Library07821,J.D. Salinger,Coming-of-Age,0,H21,LIB0000007821,Leisure
B07822,A Thousand Splendid Suns — Library07822,Khaled Hosseini,Historical Fiction,0,H22,LIB0000007822,Leisure
B07823,The Fault in Our Stars — Library07823,John Green,Romance,0,H23,LIB0000007823,Leisure
B07824,A Thousand Splendid Suns — Library07824,Khaled Hosseini,Historical Fiction,5,H24,LIB0000007824,Leisure
B07825,Percy Jackson: The Lightning Thief — Library07825,Rick Riordan,Fantasy,1,H25,LIB0000007825,Leisure
B07826,It Ends with Us — Library07826,Colleen Hoover,Romance,3,H26,LIB0000007826,Leisure
B07827,The Catcher in the Rye — Library07827,J.D. Salinger,Coming-of-Age,2,H27,LIB0000007827,Leisure
B07828,The Silent Patient — Library07828,Alex Michaelides,Thriller,3,H28,LIB0000007828,Leisure
B07829,Rich Dad Poor Dad — Library07829,Robert Kiyosaki,Finance,1,H29,LIB0000007829,Academic
B07830,The Book Thief — Library07830,Markus Zusak,Historical Fiction,2,H30,LIB0000007830,Leisure
B07831,Harry Potter and the Philosopher's Stone — Library07831,J.K. Rowling,Fantasy,1,H31,LIB0000007831,Leisure
B07832,It Ends with Us — Library07832,Colleen Hoover,Romance,4,H32,LIB0000007832,Leisure
B07833,The Silent Patient — Library07833,Alex Michaelides,Thriller,4,H33,LIB0000007833,Leisure
B07834,Educated — Library07834,Tara Westover,Memoir,0,H34,LIB0000007834,Leisure
B07835,"The Lion, the Witch and the Wardrobe — Library07835",C.S. Lewis,Fantasy,2,H35,LIB0000007835,Leisure
B07836,The Great Gatsby — Library07836,F. Scott Fitzgerald,Classic,3,H36,LIB0000007836,Leisure
B07837,Murder on the Orient Express — Library07837,Agatha Christie,Mystery,4,H37,LIB0000007837,Leisure
B07838,Angels & Demons — Library07838,Dan Brown,Thriller,0,H38,LIB0000007838,Leisure
B07839,The Book Thief — Library07839,Markus Zusak,Historical Fiction,4,H39,LIB0000007839,Leisure
B07840,Atomic Habits — Library07840,James Clear,Self-Help,2,H40,LIB0000007840,Leisure
B07841,Ikigai — Library07841,Héctor García,Self-Help,0,H41,LIB0000007841,Leisure
B07842,The Hunger Games — Library07842,Suzanne Collins,Dystopian,4,H42,LIB0000007842,Leisure
B07843,Harry Potter and the Philosopher's Stone — Library07843,J.K. Rowling,Fantasy,4,H43,LIB0000007843,Leisure
B07844,Harry Potter and the Philosopher's Stone — Library07844,J.K. Rowling,Fantasy,4,H44,LIB0000007844,Leisure
B07845,The Da Vinci Code — Library07845,Dan Brown,Mystery,1,H45,LIB0000007845,Leisure
B07846,The Hunger Games — Library07846,Suzanne Collins,Dystopian,2,H46,LIB0000007846,Leisure
B07847,"The Lion, the Witch and the Wardrobe — Library07847",C.S. Lewis,Fantasy,1,H47,LIB0000007847,Leisure
B07848,Harry Potter and the Philosopher's Stone — Library07848,J.K. Rowling,Fantasy,2,H48,LIB0000007848,Leisure
B07849,The Alchemist — Library07849,Paulo Coelho,Fiction,1,H49,LIB0000007849,Leisure
B07850,Percy Jackson: The Lightning Thief — Library07850,Rick Riordan,Fantasy,5,H50,LIB0000007850,Leisure
B07851,The Midnight Library — Library07851,Matt Haig,Fiction,1,H1,LIB0000007851,Leisure
B07852,1984 — Library07852,George Orwell,Dystopian,2,H2,LIB0000007852,Leisure
B07853,A Thousand Splendid Suns — Library07853,Khaled Hosseini,Historical Fiction,1,H3,LIB0000007853,Leisure
B07854,Percy Jackson: The Lightning Thief — Library07854,Rick Riordan,Fantasy,2,H4,LIB0000007854,Leisure
B07855,The Midnight Library — Library07855,Matt Haig,Fiction,4,H5,LIB0000007855,Leisure
B07856,The Silent Patient — Library07856,Alex Michaelides,Thriller,2,H6,LIB0000007856,Leisure
B07857,The Kite Runner — Library07857,Khaled Hosseini,Historical Fiction,5,H7,LIB0000007857,Leisure
B07858,Rich Dad Poor Dad — Library07858,Robert Kiyosaki,Finance,3,H8,LIB0000007858,Academic
B07859,The Fault in Our Stars — Library07859,John Green,Romance,4,H9,LIB0000007859,Leisure
B07860,The Catcher in the Rye — Library07860,J.D. Salinger,Coming-of-Age,1,H10,LIB0000007860,Leisure
B07861,1984 — Library07861,George Orwell,Dystopian,1,H11,LIB0000007861,Leisure
B07862,The Hunger Games — Library07862,Suzanne Collins,Dystopian,5,H12,LIB0000007862,Leisure
B07863,Educated — Library07863,Tara Westover,Memoir,5,H13,LIB0000007863,Leisure
B07864,1984 — Library07864,George Orwell,Dystopian,3,H14,LIB0000007864,Leisure
B07865,"The Lion, the Witch and the Wardrobe — Library07865",C.S. Lewis,Fantasy,4,H15,LIB0000007865,Leisure
B07866,Rich Dad Poor Dad — Library07866,Robert Kiyosaki,Finance,4,H16,LIB0000007866,Academic
B07867,Animal Farm — Library07867,George Orwell,Satire,1,H17,LIB0000007867,Leisure
B07868,Rich Dad Poor Dad — Library07868,Robert Kiyosaki,Finance,1,H18,LIB0000007868,Academic
B07869,Atomic Habits — Library07869,James Clear,Self-Help,3,H19,LIB0000007869,Leisure
B07870,The Fault in Our Stars — Library07870,John Green,Romance,3,H20,LIB0000007870,Leisure
B07871,The Fault in Our Stars — Library07871,John Green,Romance,4,H21,LIB0000007871,Leisure
B07872,Atomic Habits — Library07872,James Clear,Self-Help,2,H22,LIB0000007872,Leisure
B07873,Sapiens — Library07873,Yuval Noah Harari,History,2,H23,LIB0000007873,Leisure
B07874,Murder on the Orient Express — Library07874,Agatha Christie,Mystery,0,H24,LIB0000007874,Leisure
B07875,Murder on the Orient Express — Library07875,Agatha Christie,Mystery,3,H25,LIB0000007875,Leisure
B07876,The Fault in Our Stars — Library07876,John Green,Romance,1,H26,LIB0000007876,Leisure
B07877,Sherlock Holmes — Library07877,Arthur Conan Doyle,Mystery,2,H27,LIB0000007877,Leisure
B07878,The Great Gatsby — Library07878,F. Scott Fitzgerald,Classic,5,H28,LIB0000007878,Leisure
B07879,Sapiens — Library07879,Yuval Noah Harari,History,0,H29,LIB0000007879,Leisure
B07880,The Kite Runner — Library07880,Khaled Hosseini,Historical Fiction,1,H30,LIB0000007880,Leisure
B07881,The Diary of a Young Girl — Library07881,Anne Frank,Biography,0,H31,LIB0000007881,Leisure
B07882,The Da Vinci Code — Library07882,Dan Brown,Mystery,2,H32,LIB0000007882,Leisure
B07883,Sherlock Holmes — Library07883,Arthur Conan Doyle,Mystery,3,H33,LIB0000007883,Leisure
B07884,Animal Farm — Library07884,George Orwell,Satire,4,H34,LIB0000007884,Leisure
B07885,Sapiens — Library07885,Yuval Noah Harari,History,5,H35,LIB0000007885,Leisure
B07886,The Da Vinci Code — Library07886,Dan Brown,Mystery,2,H36,LIB0000007886,Leisure
B07887,The Catcher in the Rye — Library07887,J.D. Salinger,Coming-of-Age,0,H37,LIB0000007887,Leisure
B07888,"The Lion, the Witch and the Wardrobe — Library07888",C.S. Lewis,Fantasy,1,H38,LIB0000007888,Leisure
B07889,Rich Dad Poor Dad — Library07889,Robert Kiyosaki,Finance,2,H39,LIB0000007889,Academic
B07890,The Fault in Our Stars — Library07890,John Green,Romance,1,H40,LIB0000007890,Leisure
B07891,The Great Gatsby — Library07891,F. Scott Fitzgerald,Classic,1,H41,LIB0000007891,Leisure
B07892,Percy Jackson: The Lightning Thief — Library07892,Rick Riordan,Fantasy,1,H42,LIB0000007892,Leisure
B07893,It Ends with Us — Library07893,Colleen Hoover,Romance,2,H43,LIB0000007893,Leisure
B07894,The Great Gatsby — Library07894,F. Scott Fitzgerald,Classic,1,H44,LIB0000007894,Leisure
B07895,The Psychology of Money — Library07895,Morgan Housel,Finance,2,H45,LIB0000007895,Academic
B07896,"The Lion, the Witch and the Wardrobe — Library07896",C.S. Lewis,Fantasy,0,H46,LIB0000007896,Leisure
B07897,To Kill a Mockingbird — Library07897,Harper Lee,Fiction,5,H47,LIB0000007897,Leisure
B07898,Harry Potter and the Philosopher's Stone — Library07898,J.K. Rowling,Fantasy,5,H48,LIB0000007898,Leisure
B07899,To Kill a Mockingbird — Library07899,Harper Lee,Fiction,1,H49,LIB0000007899,Leisure
B07900,The Kite Runner — Library07900,Khaled Hosseini,Historical Fiction,4,H50,LIB0000007900,Leisure
B07901,Rich Dad Poor Dad — Library07901,Robert Kiyosaki,Finance,2,H1,LIB0000007901,Academic
B07902,The Diary of a Young Girl — Library07902,Anne Frank,Biography,1,H2,LIB0000007902,Leisure
B07903,Angels & Demons — Library07903,Dan Brown,Thriller,0,H3,LIB0000007903,Leisure
B07904,The Catcher in the Rye — Library07904,J.D. Salinger,Coming-of-Age,2,H4,LIB0000007904,Leisure
B07905,Murder on the Orient Express — Library07905,Agatha Christie,Mystery,1,H5,LIB0000007905,Leisure
B07906,The Da Vinci Code — Library07906,Dan Brown,Mystery,1,H6,LIB0000007906,Leisure
B07907,"The Lion, the Witch and the Wardrobe — Library07907",C.S. Lewis,Fantasy,4,H7,LIB0000007907,Leisure
B07908,1984 — Library07908,George Orwell,Dystopian,5,H8,LIB0000007908,Leisure
B07909,Murder on the Orient Express — Library07909,Agatha Christie,Mystery,5,H9,LIB0000007909,Leisure
B07910,Percy Jackson: The Lightning Thief — Library07910,Rick Riordan,Fantasy,4,H10,LIB0000007910,Leisure
B07911,The Diary of a Young Girl — Library07911,Anne Frank,Biography,5,H11,LIB0000007911,Leisure
B07912,The Fault in Our Stars — Library07912,John Green,Romance,5,H12,LIB0000007912,Leisure
B07913,The Psychology of Money — Library07913,Morgan Housel,Finance,3,H13,LIB0000007913,Academic
B07914,To Kill a Mockingbird — Library07914,Harper Lee,Fiction,2,H14,LIB0000007914,Leisure
B07915,The Hunger Games — Library07915,Suzanne Collins,Dystopian,1,H15,LIB0000007915,Leisure
B07916,The Hobbit — Library07916,J.R.R. Tolkien,Fantasy,3,H16,LIB0000007916,Leisure
B07917,A Thousand Splendid Suns — Library07917,Khaled Hosseini,Historical Fiction,0,H17,LIB0000007917,Leisure
B07918,1984 — Library07918,George Orwell,Dystopian,3,H18,LIB0000007918,Leisure
B07919,"The Lion, the Witch and the Wardrobe — Library07919",C.S. Lewis,Fantasy,0,H19,LIB0000007919,Leisure
B07920,The Kite Runner — Library07920,Khaled Hosseini,Historical Fiction,1,H20,LIB0000007920,Leisure
B07921,Murder on the Orient Express — Library07921,Agatha Christie,Mystery,2,H21,LIB0000007921,Leisure
B07922,Sherlock Holmes — Library07922,Arthur Conan Doyle,Mystery,3,H22,LIB0000007922,Leisure
B07923,Pride and Prejudice — Library07923,Jane Austen,Romance,4,H23,LIB0000007923,Leisure
B07924,Harry Potter and the Philosopher's Stone — Library07924,J.K. Rowling,Fantasy,2,H24,LIB0000007924,Leisure
B07925,Harry Potter and the Philosopher's Stone — Library07925,J.K. Rowling,Fantasy,5,H25,LIB0000007925,Leisure
B07926,Rich Dad Poor Dad — Library07926,Robert Kiyosaki,Finance,4,H26,LIB0000007926,Academic
B07927,Harry Potter and the Philosopher's Stone — Library07927,J.K. Rowling,Fantasy,3,H27,LIB0000007927,Leisure
B07928,Animal Farm — Library07928,George Orwell,Satire,1,H28,LIB0000007928,Leisure
B07929,Sapiens — Library07929,Yuval Noah Harari,History,3,H29,LIB0000007929,Leisure
B07930,The Hobbit — Library07930,J.R.R. Tolkien,Fantasy,4,H30,LIB0000007930,Leisure
B07931,Ikigai — Library07931,Héctor García,Self-Help,4,H31,LIB0000007931,Leisure
B07932,The Hobbit — Library07932,J.R.R. Tolkien,Fantasy,2,H32,LIB0000007932,Leisure
B07933,The Silent Patient — Library07933,Alex Michaelides,Thriller,0,H33,LIB0000007933,Leisure
B07934,Percy Jackson: The Lightning Thief — Library07934,Rick Riordan,Fantasy,3,H34,LIB0000007934,Leisure
B07935,"The Lion, the Witch and the Wardrobe — Library07935",C.S. Lewis,Fantasy,3,H35,LIB0000007935,Leisure
B07936,Atomic Habits — Library07936,James Clear,Self-Help,2,H36,LIB0000007936,Leisure
B07937,1984 — Library07937,George Orwell,Dystopian,2,H37,LIB0000007937,Leisure
B07938,The Psychology of Money — Library07938,Morgan Housel,Finance,2,H38,LIB0000007938,Academic
B07939,The Catcher in the Rye — Library07939,J.D. Salinger,Coming-of-Age,0,H39,LIB0000007939,Leisure
B07940,Angels & Demons — Library07940,Dan Brown,Thriller,2,H40,LIB0000007940,Leisure
B07941,A Thousand Splendid Suns — Library07941,Khaled Hosseini,Historical Fiction,4,H41,LIB0000007941,Leisure
B07942,The Hobbit — Library07942,J.R.R. Tolkien,Fantasy,3,H42,LIB0000007942,Leisure
B07943,Animal Farm — Library07943,George Orwell,Satire,5,H43,LIB0000007943,Leisure
B07944,The Kite Runner — Library07944,Khaled Hosseini,Historical Fiction,3,H44,LIB0000007944,Leisure
B07945,Educated — Library07945,Tara Westover,Memoir,5,H45,LIB0000007945,Leisure
B07946,Ikigai — Library07946,Héctor García,Self-Help,0,H46,LIB0000007946,Leisure
B07947,Sapiens — Library07947,Yuval Noah Harari,History,2,H47,LIB0000007947,Leisure
B07948,Murder on the Orient Express — Library07948,Agatha Christie,Mystery,0,H48,LIB0000007948,Leisure
B07949,Harry Potter and the Philosopher's Stone — Library07949,J.K. Rowling,Fantasy,1,H49,LIB0000007949,Leisure
B07950,The Hobbit — Library07950,J.R.R. Tolkien,Fantasy,0,H50,LIB0000007950,Leisure
B07951,The Alchemist — Library07951,Paulo Coelho,Fiction,0,H1,LIB0000007951,Leisure
B07952,To Kill a Mockingbird — Library07952,Harper Lee,Fiction,5,H2,LIB0000007952,Leisure
B07953,Atomic Habits — Library07953,James Clear,Self-Help,3,H3,LIB0000007953,Leisure
B07954,Pride and Prejudice — Library07954,Jane Austen,Romance,1,H4,LIB0000007954,Leisure
B07955,Percy Jackson: The Lightning Thief — Library07955,Rick Riordan,Fantasy,1,H5,LIB0000007955,Leisure
B07956,Atomic Habits — Library07956,James Clear,Self-Help,2,H6,LIB0000007956,Leisure
B07957,Sapiens — Library07957,Yuval Noah Harari,History,4,H7,LIB0000007957,Leisure
B07958,Harry Potter and the Philosopher's Stone — Library07958,J.K. Rowling,Fantasy,5,H8,LIB0000007958,Leisure
B07959,Educated — Library07959,Tara Westover,Memoir,0,H9,LIB0000007959,Leisure
B07960,1984 — Library07960,George Orwell,Dystopian,0,H10,LIB0000007960,Leisure
B07961,"The Lion, the Witch and the Wardrobe — Library07961",C.S. Lewis,Fantasy,0,H11,LIB0000007961,Leisure
B07962,Animal Farm — Library07962,George Orwell,Satire,0,H12,LIB0000007962,Leisure
B07963,1984 — Library07963,George Orwell,Dystopian,2,H13,LIB0000007963,Leisure
B07964,The Midnight Library — Library07964,Matt Haig,Fiction,4,H14,LIB0000007964,Leisure
B07965,Rich Dad Poor Dad — Library07965,Robert Kiyosaki,Finance,3,H15,LIB0000007965,Academic
B07966,1984 — Library07966,George Orwell,Dystopian,5,H16,LIB0000007966,Leisure
B07967,The Book Thief — Library07967,Markus Zusak,Historical Fiction,1,H17,LIB0000007967,Leisure
B07968,Sherlock Holmes — Library07968,Arthur Conan Doyle,Mystery,3,H18,LIB0000007968,Leisure
B07969,"The Lion, the Witch and the Wardrobe — Library07969",C.S. Lewis,Fantasy,1,H19,LIB0000007969,Leisure
B07970,To Kill a Mockingbird — Library07970,Harper Lee,Fiction,1,H20,LIB0000007970,Leisure
B07971,The Psychology of Money — Library07971,Morgan Housel,Finance,4,H21,LIB0000007971,Academic
B07972,The Diary of a Young Girl — Library07972,Anne Frank,Biography,3,H22,LIB0000007972,Leisure
B07973,The Silent Patient — Library07973,Alex Michaelides,Thriller,3,H23,LIB0000007973,Leisure
B07974,It Ends with Us — Library07974,Colleen Hoover,Romance,0,H24,LIB0000007974,Leisure
B07975,The Da Vinci Code — Library07975,Dan Brown,Mystery,4,H25,LIB0000007975,Leisure
B07976,Pride and Prejudice — Library07976,Jane Austen,Romance,4,H26,LIB0000007976,Leisure
B07977,A Thousand Splendid Suns — Library07977,Khaled Hosseini,Historical Fiction,5,H27,LIB0000007977,Leisure
B07978,A Thousand Splendid Suns — Library07978,Khaled Hosseini,Historical Fiction,2,H28,LIB0000007978,Leisure
B07979,To Kill a Mockingbird — Library07979,Harper Lee,Fiction,5,H29,LIB0000007979,Leisure
B07980,A Thousand Splendid Suns — Library07980,Khaled Hosseini,Historical Fiction,1,H30,LIB0000007980,Leisure
B07981,Percy Jackson: The Lightning Thief — Library07981,Rick Riordan,Fantasy,2,H31,LIB0000007981,Leisure
B07982,The Psychology of Money — Library07982,Morgan Housel,Finance,2,H32,LIB0000007982,Academic
B07983,The Midnight Library — Library07983,Matt Haig,Fiction,0,H33,LIB0000007983,Leisure
B07984,The Great Gatsby — Library07984,F. Scott Fitzgerald,Classic,4,H34,LIB0000007984,Leisure
B07985,Sapiens — Library07985,Yuval Noah Harari,History,1,H35,LIB0000007985,Leisure
B07986,It Ends with Us — Library07986,Colleen Hoover,Romance,5,H36,LIB0000007986,Leisure
B07987,Atomic Habits — Library07987,James Clear,Self-Help,1,H37,LIB0000007987,Leisure
B07988,The Midnight Library — Library07988,Matt Haig,Fiction,0,H38,LIB0000007988,Leisure
B07989,Percy Jackson: The Lightning Thief — Library07989,Rick Riordan,Fantasy,3,H39,LIB0000007989,Leisure
B07990,The Hobbit — Library07990,J.R.R. Tolkien,Fantasy,1,H40,LIB0000007990,Leisure
B07991,Harry Potter and the Philosopher's Stone — Library07991,J.K. Rowling,Fantasy,5,H41,LIB0000007991,Leisure
B07992,The Hunger Games — Library07992,Suzanne Collins,Dystopian,3,H42,LIB0000007992,Leisure
B07993,Sapiens — Library07993,Yuval Noah Harari,History,3,H43,LIB0000007993,Leisure
B07994,The Hunger Games — Library07994,Suzanne Collins,Dystopian,3,H44,LIB0000007994,Leisure
B07995,"The Lion, the Witch and the Wardrobe — Library07995",C.S. Lewis,Fantasy,2,H45,LIB0000007995,Leisure
B07996,The Hunger Games — Library07996,Suzanne Collins,Dystopian,4,H46,LIB0000007996,Leisure
B07997,The Psychology of Money — Library07997,Morgan Housel,Finance,4,H47,LIB0000007997,Academic
B07998,The Da Vinci Code — Library07998,Dan Brown,Mystery,2,H48,LIB0000007998,Leisure
B07999,The Psychology of Money — Library07999,Morgan Housel,Finance,2,H49,LIB0000007999,Academic
B08000,The Midnight Library — Library08000,Matt Haig,Fiction,3,H50,LIB0000008000,Leisure
B08001,The Silent Patient — Library08001,Alex Michaelides,Thriller,1,A1,LIB0000008001,Leisure
B08002,Educated — Library08002,Tara Westover,Memoir,4,A2,LIB0000008002,Leisure
